index,x,y,cor_nome,cor_codigo,num_x,num_y,orientacao
0,44.38355,44.38355,acqua,5,69,18,vertical
1,44.38355,135.36983,acqua,5,69,18,vertical
2,44.38355,226.3561,acqua,5,69,18,vertical
3,44.38355,317.34238,acqua,5,69,18,vertical
4,44.38355,408.32864,acqua,5,69,18,vertical
5,44.38355,499.3149,acqua,5,69,18,vertical
6,44.38355,590.3012,acqua,5,69,18,vertical
7,44.38355,681.2875,acqua,5,69,18,vertical
8,44.38355,772.27374,acqua,5,69,18,vertical
9,44.38355,863.26,acqua,5,69,18,vertical
10,44.38355,954.2463,acqua,5,69,18,vertical
11,44.38355,1045.2325,acqua,5,69,18,vertical
12,44.38355,1136.2189,acqua,5,69,18,vertical
13,44.38355,1227.2051,acqua,5,69,18,vertical
14,44.38355,1318.1914,acqua,5,69,18,vertical
15,44.38355,1409.1776,acqua,5,69,18,vertical
16,44.38355,1500.164,acqua,5,69,18,vertical
17,44.38355,1591.1501,acqua,5,69,18,vertical
18,124.27394,88.7671,acqua,5,69,18,vertical
19,124.27394,179.75337,acqua,5,69,18,vertical
20,124.27394,270.73965,acqua,5,69,18,vertical
21,124.27394,361.72592,acqua,5,69,18,vertical
22,124.27394,452.7122,acqua,5,69,18,vertical
23,124.27394,543.6985,acqua,5,69,18,vertical
24,124.27394,634.68475,acqua,5,69,18,vertical
25,124.27394,725.671,acqua,5,69,18,vertical
26,124.27394,816.6573,acqua,5,69,18,vertical
27,124.27394,907.64355,acqua,5,69,18,vertical
28,124.27394,998.6298,acqua,5,69,18,vertical
29,124.27394,1089.6161,acqua,5,69,18,vertical
30,124.27394,1180.6024,acqua,5,69,18,vertical
31,124.27394,1271.5886,acqua,5,69,18,vertical
32,124.27394,1362.575,acqua,5,69,18,vertical
33,124.27394,1453.5612,acqua,5,69,18,vertical
34,124.27394,1544.5475,acqua,5,69,18,vertical
35,124.27394,1635.5337,acqua,5,69,18,vertical
36,204.16432,44.38355,acqua,5,69,18,vertical
37,204.16432,135.36983,acqua,5,69,18,vertical
38,204.16432,226.3561,acqua,5,69,18,vertical
39,204.16432,317.34238,acqua,5,69,18,vertical
40,204.16432,408.32864,acqua,5,69,18,vertical
41,204.16432,499.3149,acqua,5,69,18,vertical
42,204.16432,590.3012,acqua,5,69,18,vertical
43,204.16432,681.2875,acqua,5,69,18,vertical
44,204.16432,772.27374,acqua,5,69,18,vertical
45,204.16432,863.26,acqua,5,69,18,vertical
46,204.16432,954.2463,acqua,5,69,18,vertical
47,204.16432,1045.2325,acqua,5,69,18,vertical
48,204.16432,1136.2189,acqua,5,69,18,vertical
49,204.16432,1227.2051,acqua,5,69,18,vertical
50,204.16432,1318.1914,acqua,5,69,18,vertical
51,204.16432,1409.1776,acqua,5,69,18,vertical
52,204.16432,1500.164,acqua,5,69,18,vertical
53,204.16432,1591.1501,acqua,5,69,18,vertical
54,284.05472,88.7671,acqua,5,69,18,vertical
55,284.05472,179.75337,acqua,5,69,18,vertical
56,284.05472,270.73965,acqua,5,69,18,vertical
57,284.05472,361.72592,acqua,5,69,18,vertical
58,284.05472,452.7122,acqua,5,69,18,vertical
59,284.05472,543.6985,acqua,5,69,18,vertical
60,284.05472,634.68475,acqua,5,69,18,vertical
61,284.05472,725.671,acqua,5,69,18,vertical
62,284.05472,816.6573,acqua,5,69,18,vertical
63,284.05472,907.64355,acqua,5,69,18,vertical
64,284.05472,998.6298,acqua,5,69,18,vertical
65,284.05472,1089.6161,acqua,5,69,18,vertical
66,284.05472,1180.6024,acqua,5,69,18,vertical
67,284.05472,1271.5886,acqua,5,69,18,vertical
68,284.05472,1362.575,acqua,5,69,18,vertical
69,284.05472,1453.5612,acqua,5,69,18,vertical
70,284.05472,1544.5475,acqua,5,69,18,vertical
71,284.05472,1635.5337,acqua,5,69,18,vertical
72,363.9451,44.38355,acqua,5,69,18,vertical
73,363.9451,135.36983,acqua,5,69,18,vertical
74,363.9451,226.3561,acqua,5,69,18,vertical
75,363.9451,317.34238,acqua,5,69,18,vertical
76,363.9451,408.32864,acqua,5,69,18,vertical
77,363.9451,499.3149,acqua,5,69,18,vertical
78,363.9451,590.3012,acqua,5,69,18,vertical
79,363.9451,681.2875,acqua,5,69,18,vertical
80,363.9451,772.27374,acqua,5,69,18,vertical
81,363.9451,863.26,acqua,5,69,18,vertical
82,363.9451,954.2463,acqua,5,69,18,vertical
83,363.9451,1045.2325,acqua,5,69,18,vertical
84,363.9451,1136.2189,acqua,5,69,18,vertical
85,363.9451,1227.2051,acqua,5,69,18,vertical
86,363.9451,1318.1914,acqua,5,69,18,vertical
87,363.9451,1409.1776,acqua,5,69,18,vertical
88,363.9451,1500.164,acqua,5,69,18,vertical
89,363.9451,1591.1501,acqua,5,69,18,vertical
90,443.83548,88.7671,acqua,5,69,18,vertical
91,443.83548,179.75337,acqua,5,69,18,vertical
92,443.83548,270.73965,acqua,5,69,18,vertical
93,443.83548,361.72592,acqua,5,69,18,vertical
94,443.83548,452.7122,acqua,5,69,18,vertical
95,443.83548,543.6985,acqua,5,69,18,vertical
96,443.83548,634.68475,acqua,5,69,18,vertical
97,443.83548,725.671,acqua,5,69,18,vertical
98,443.83548,816.6573,acqua,5,69,18,vertical
99,443.83548,907.64355,acqua,5,69,18,vertical
100,443.83548,998.6298,acqua,5,69,18,vertical
101,443.83548,1089.6161,acqua,5,69,18,vertical
102,443.83548,1180.6024,acqua,5,69,18,vertical
103,443.83548,1271.5886,acqua,5,69,18,vertical
104,443.83548,1362.575,acqua,5,69,18,vertical
105,443.83548,1453.5612,acqua,5,69,18,vertical
106,443.83548,1544.5475,acqua,5,69,18,vertical
107,443.83548,1635.5337,acqua,5,69,18,vertical
108,523.7259,44.38355,acqua,5,69,18,vertical
109,523.7259,135.36983,acqua,5,69,18,vertical
110,523.7259,226.3561,acqua,5,69,18,vertical
111,523.7259,317.34238,acqua,5,69,18,vertical
112,523.7259,408.32864,acqua,5,69,18,vertical
113,523.7259,499.3149,acqua,5,69,18,vertical
114,523.7259,590.3012,acqua,5,69,18,vertical
115,523.7259,681.2875,acqua,5,69,18,vertical
116,523.7259,772.27374,acqua,5,69,18,vertical
117,523.7259,863.26,acqua,5,69,18,vertical
118,523.7259,954.2463,acqua,5,69,18,vertical
119,523.7259,1045.2325,acqua,5,69,18,vertical
120,523.7259,1136.2189,acqua,5,69,18,vertical
121,523.7259,1227.2051,acqua,5,69,18,vertical
122,523.7259,1318.1914,acqua,5,69,18,vertical
123,523.7259,1409.1776,acqua,5,69,18,vertical
124,523.7259,1500.164,acqua,5,69,18,vertical
125,523.7259,1591.1501,acqua,5,69,18,vertical
126,603.6163,88.7671,acqua,5,69,18,vertical
127,603.6163,179.75337,acqua,5,69,18,vertical
128,603.6163,270.73965,acqua,5,69,18,vertical
129,603.6163,361.72592,acqua,5,69,18,vertical
130,603.6163,452.7122,acqua,5,69,18,vertical
131,603.6163,543.6985,acqua,5,69,18,vertical
132,603.6163,634.68475,acqua,5,69,18,vertical
133,603.6163,725.671,acqua,5,69,18,vertical
134,603.6163,816.6573,acqua,5,69,18,vertical
135,603.6163,907.64355,acqua,5,69,18,vertical
136,603.6163,998.6298,acqua,5,69,18,vertical
137,603.6163,1089.6161,acqua,5,69,18,vertical
138,603.6163,1180.6024,acqua,5,69,18,vertical
139,603.6163,1271.5886,acqua,5,69,18,vertical
140,603.6163,1362.575,acqua,5,69,18,vertical
141,603.6163,1453.5612,acqua,5,69,18,vertical
142,603.6163,1544.5475,acqua,5,69,18,vertical
143,603.6163,1635.5337,acqua,5,69,18,vertical
144,683.50665,44.38355,acqua,5,69,18,vertical
145,683.50665,135.36983,acqua,5,69,18,vertical
146,683.50665,226.3561,acqua,5,69,18,vertical
147,683.50665,317.34238,acqua,5,69,18,vertical
148,683.50665,408.32864,acqua,5,69,18,vertical
149,683.50665,499.3149,acqua,5,69,18,vertical
150,683.50665,590.3012,acqua,5,69,18,vertical
151,683.50665,681.2875,acqua,5,69,18,vertical
152,683.50665,772.27374,acqua,5,69,18,vertical
153,683.50665,863.26,acqua,5,69,18,vertical
154,683.50665,954.2463,acqua,5,69,18,vertical
155,683.50665,1045.2325,acqua,5,69,18,vertical
156,683.50665,1136.2189,acqua,5,69,18,vertical
157,683.50665,1227.2051,acqua,5,69,18,vertical
158,683.50665,1318.1914,acqua,5,69,18,vertical
159,683.50665,1409.1776,acqua,5,69,18,vertical
160,683.50665,1500.164,acqua,5,69,18,vertical
161,683.50665,1591.1501,acqua,5,69,18,vertical
162,763.39703,88.7671,acqua,5,69,18,vertical
163,763.39703,179.75337,acqua,5,69,18,vertical
164,763.39703,270.73965,acqua,5,69,18,vertical
165,763.39703,361.72592,acqua,5,69,18,vertical
166,763.39703,452.7122,acqua,5,69,18,vertical
167,763.39703,543.6985,acqua,5,69,18,vertical
168,763.39703,634.68475,acqua,5,69,18,vertical
169,763.39703,725.671,acqua,5,69,18,vertical
170,763.39703,816.6573,acqua,5,69,18,vertical
171,763.39703,907.64355,acqua,5,69,18,vertical
172,763.39703,998.6298,acqua,5,69,18,vertical
173,763.39703,1089.6161,acqua,5,69,18,vertical
174,763.39703,1180.6024,acqua,5,69,18,vertical
175,763.39703,1271.5886,acqua,5,69,18,vertical
176,763.39703,1362.575,acqua,5,69,18,vertical
177,763.39703,1453.5612,acqua,5,69,18,vertical
178,763.39703,1544.5475,acqua,5,69,18,vertical
179,763.39703,1635.5337,acqua,5,69,18,vertical
180,843.2874,44.38355,acqua,5,69,18,vertical
181,843.2874,135.36983,acqua,5,69,18,vertical
182,843.2874,226.3561,acqua,5,69,18,vertical
183,843.2874,317.34238,acqua,5,69,18,vertical
184,843.2874,408.32864,acqua,5,69,18,vertical
185,843.2874,499.3149,acqua,5,69,18,vertical
186,843.2874,590.3012,acqua,5,69,18,vertical
187,843.2874,681.2875,acqua,5,69,18,vertical
188,843.2874,772.27374,acqua,5,69,18,vertical
189,843.2874,863.26,acqua,5,69,18,vertical
190,843.2874,954.2463,acqua,5,69,18,vertical
191,843.2874,1045.2325,acqua,5,69,18,vertical
192,843.2874,1136.2189,acqua,5,69,18,vertical
193,843.2874,1227.2051,acqua,5,69,18,vertical
194,843.2874,1318.1914,acqua,5,69,18,vertical
195,843.2874,1409.1776,acqua,5,69,18,vertical
196,843.2874,1500.164,acqua,5,69,18,vertical
197,843.2874,1591.1501,acqua,5,69,18,vertical
198,923.1778,88.7671,acqua,5,69,18,vertical
199,923.1778,179.75337,acqua,5,69,18,vertical
200,923.1778,270.73965,acqua,5,69,18,vertical
201,923.1778,361.72592,acqua,5,69,18,vertical
202,923.1778,452.7122,acqua,5,69,18,vertical
203,923.1778,543.6985,acqua,5,69,18,vertical
204,923.1778,634.68475,acqua,5,69,18,vertical
205,923.1778,725.671,acqua,5,69,18,vertical
206,923.1778,816.6573,acqua,5,69,18,vertical
207,923.1778,907.64355,acqua,5,69,18,vertical
208,923.1778,998.6298,acqua,5,69,18,vertical
209,923.1778,1089.6161,acqua,5,69,18,vertical
210,923.1778,1180.6024,acqua,5,69,18,vertical
211,923.1778,1271.5886,acqua,5,69,18,vertical
212,923.1778,1362.575,acqua,5,69,18,vertical
213,923.1778,1453.5612,acqua,5,69,18,vertical
214,923.1778,1544.5475,acqua,5,69,18,vertical
215,923.1778,1635.5337,acqua,5,69,18,vertical
216,1003.0682,44.38355,acqua,5,69,18,vertical
217,1003.0682,135.36983,acqua,5,69,18,vertical
218,1003.0682,226.3561,acqua,5,69,18,vertical
219,1003.0682,317.34238,acqua,5,69,18,vertical
220,1003.0682,408.32864,acqua,5,69,18,vertical
221,1003.0682,499.3149,acqua,5,69,18,vertical
222,1003.0682,590.3012,acqua,5,69,18,vertical
223,1003.0682,681.2875,acqua,5,69,18,vertical
224,1003.0682,772.27374,acqua,5,69,18,vertical
225,1003.0682,863.26,acqua,5,69,18,vertical
226,1003.0682,954.2463,acqua,5,69,18,vertical
227,1003.0682,1045.2325,acqua,5,69,18,vertical
228,1003.0682,1136.2189,acqua,5,69,18,vertical
229,1003.0682,1227.2051,acqua,5,69,18,vertical
230,1003.0682,1318.1914,acqua,5,69,18,vertical
231,1003.0682,1409.1776,acqua,5,69,18,vertical
232,1003.0682,1500.164,acqua,5,69,18,vertical
233,1003.0682,1591.1501,acqua,5,69,18,vertical
234,1082.9586,88.7671,acqua,5,69,18,vertical
235,1082.9586,179.75337,acqua,5,69,18,vertical
236,1082.9586,270.73965,acqua,5,69,18,vertical
237,1082.9586,361.72592,acqua,5,69,18,vertical
238,1082.9586,452.7122,acqua,5,69,18,vertical
239,1082.9586,543.6985,acqua,5,69,18,vertical
240,1082.9586,634.68475,acqua,5,69,18,vertical
241,1082.9586,725.671,acqua,5,69,18,vertical
242,1082.9586,816.6573,acqua,5,69,18,vertical
243,1082.9586,907.64355,acqua,5,69,18,vertical
244,1082.9586,998.6298,acqua,5,69,18,vertical
245,1082.9586,1089.6161,acqua,5,69,18,vertical
246,1082.9586,1180.6024,acqua,5,69,18,vertical
247,1082.9586,1271.5886,acqua,5,69,18,vertical
248,1082.9586,1362.575,acqua,5,69,18,vertical
249,1082.9586,1453.5612,acqua,5,69,18,vertical
250,1082.9586,1544.5475,acqua,5,69,18,vertical
251,1082.9586,1635.5337,acqua,5,69,18,vertical
252,1162.849,44.38355,acqua,5,69,18,vertical
253,1162.849,135.36983,acqua,5,69,18,vertical
254,1162.849,226.3561,acqua,5,69,18,vertical
255,1162.849,317.34238,acqua,5,69,18,vertical
256,1162.849,408.32864,acqua,5,69,18,vertical
257,1162.849,499.3149,acqua,5,69,18,vertical
258,1162.849,590.3012,acqua,5,69,18,vertical
259,1162.849,681.2875,acqua,5,69,18,vertical
260,1162.849,772.27374,acqua,5,69,18,vertical
261,1162.849,863.26,acqua,5,69,18,vertical
262,1162.849,954.2463,branco,8,69,18,vertical
263,1162.849,1045.2325,branco,8,69,18,vertical
264,1162.849,1136.2189,branco,8,69,18,vertical
265,1162.849,1227.2051,branco,8,69,18,vertical
266,1162.849,1318.1914,branco,8,69,18,vertical
267,1162.849,1409.1776,branco,8,69,18,vertical
268,1162.849,1500.164,branco,8,69,18,vertical
269,1162.849,1591.1501,branco,8,69,18,vertical
270,1242.7394,88.7671,acqua,5,69,18,vertical
271,1242.7394,179.75337,acqua,5,69,18,vertical
272,1242.7394,270.73965,acqua,5,69,18,vertical
273,1242.7394,361.72592,acqua,5,69,18,vertical
274,1242.7394,452.7122,acqua,5,69,18,vertical
275,1242.7394,543.6985,acqua,5,69,18,vertical
276,1242.7394,634.68475,acqua,5,69,18,vertical
277,1242.7394,725.671,acqua,5,69,18,vertical
278,1242.7394,816.6573,acqua,5,69,18,vertical
279,1242.7394,907.64355,branco,8,69,18,vertical
280,1242.7394,998.6298,branco,8,69,18,vertical
281,1242.7394,1089.6161,branco,8,69,18,vertical
282,1242.7394,1180.6024,branco,8,69,18,vertical
283,1242.7394,1271.5886,branco,8,69,18,vertical
284,1242.7394,1362.575,branco,8,69,18,vertical
285,1242.7394,1453.5612,branco,8,69,18,vertical
286,1242.7394,1544.5475,branco,8,69,18,vertical
287,1242.7394,1635.5337,branco,8,69,18,vertical
288,1322.6298,44.38355,acqua,5,69,18,vertical
289,1322.6298,135.36983,acqua,5,69,18,vertical
290,1322.6298,226.3561,acqua,5,69,18,vertical
291,1322.6298,317.34238,acqua,5,69,18,vertical
292,1322.6298,408.32864,acqua,5,69,18,vertical
293,1322.6298,499.3149,acqua,5,69,18,vertical
294,1322.6298,590.3012,acqua,5,69,18,vertical
295,1322.6298,681.2875,acqua,5,69,18,vertical
296,1322.6298,772.27374,acqua,5,69,18,vertical
297,1322.6298,863.26,branco,8,69,18,vertical
298,1322.6298,954.2463,branco,8,69,18,vertical
299,1322.6298,1045.2325,branco,8,69,18,vertical
300,1322.6298,1136.2189,branco,8,69,18,vertical
301,1322.6298,1227.2051,branco,8,69,18,vertical
302,1322.6298,1318.1914,branco,8,69,18,vertical
303,1322.6298,1409.1776,branco,8,69,18,vertical
304,1322.6298,1500.164,branco,8,69,18,vertical
305,1322.6298,1591.1501,branco,8,69,18,vertical
306,1402.5201,88.7671,acqua,5,69,18,vertical
307,1402.5201,179.75337,acqua,5,69,18,vertical
308,1402.5201,270.73965,acqua,5,69,18,vertical
309,1402.5201,361.72592,acqua,5,69,18,vertical
310,1402.5201,452.7122,acqua,5,69,18,vertical
311,1402.5201,543.6985,acqua,5,69,18,vertical
312,1402.5201,634.68475,acqua,5,69,18,vertical
313,1402.5201,725.671,acqua,5,69,18,vertical
314,1402.5201,816.6573,branco,8,69,18,vertical
315,1402.5201,907.64355,branco,8,69,18,vertical
316,1402.5201,998.6298,branco,8,69,18,vertical
317,1402.5201,1089.6161,branco,8,69,18,vertical
318,1402.5201,1180.6024,branco,8,69,18,vertical
319,1402.5201,1271.5886,branco,8,69,18,vertical
320,1402.5201,1362.575,branco,8,69,18,vertical
321,1402.5201,1453.5612,branco,8,69,18,vertical
322,1402.5201,1544.5475,branco,8,69,18,vertical
323,1402.5201,1635.5337,branco,8,69,18,vertical
324,1482.4105,44.38355,acqua,5,69,18,vertical
325,1482.4105,135.36983,acqua,5,69,18,vertical
326,1482.4105,226.3561,acqua,5,69,18,vertical
327,1482.4105,317.34238,acqua,5,69,18,vertical
328,1482.4105,408.32864,acqua,5,69,18,vertical
329,1482.4105,499.3149,acqua,5,69,18,vertical
330,1482.4105,590.3012,acqua,5,69,18,vertical
331,1482.4105,681.2875,acqua,5,69,18,vertical
332,1482.4105,772.27374,acqua,5,69,18,vertical
333,1482.4105,863.26,branco,8,69,18,vertical
334,1482.4105,954.2463,branco,8,69,18,vertical
335,1482.4105,1045.2325,branco,8,69,18,vertical
336,1482.4105,1136.2189,branco,8,69,18,vertical
337,1482.4105,1227.2051,branco,8,69,18,vertical
338,1482.4105,1318.1914,branco,8,69,18,vertical
339,1482.4105,1409.1776,branco,8,69,18,vertical
340,1482.4105,1500.164,branco,8,69,18,vertical
341,1482.4105,1591.1501,branco,8,69,18,vertical
342,1562.3009,88.7671,amarelo,3,69,18,vertical
343,1562.3009,179.75337,amarelo,3,69,18,vertical
344,1562.3009,270.73965,amarelo,3,69,18,vertical
345,1562.3009,361.72592,amarelo,3,69,18,vertical
346,1562.3009,452.7122,amarelo,3,69,18,vertical
347,1562.3009,543.6985,amarelo,3,69,18,vertical
348,1562.3009,634.68475,amarelo,3,69,18,vertical
349,1562.3009,725.671,amarelo,3,69,18,vertical
350,1562.3009,816.6573,amarelo,3,69,18,vertical
351,1562.3009,907.64355,amarelo,3,69,18,vertical
352,1562.3009,998.6298,amarelo,3,69,18,vertical
353,1562.3009,1089.6161,acqua,5,69,18,vertical
354,1562.3009,1180.6024,acqua,5,69,18,vertical
355,1562.3009,1271.5886,acqua,5,69,18,vertical
356,1562.3009,1362.575,acqua,5,69,18,vertical
357,1562.3009,1453.5612,acqua,5,69,18,vertical
358,1562.3009,1544.5475,acqua,5,69,18,vertical
359,1562.3009,1635.5337,acqua,5,69,18,vertical
360,1642.1913,44.38355,amarelo,3,69,18,vertical
361,1642.1913,135.36983,amarelo,3,69,18,vertical
362,1642.1913,226.3561,amarelo,3,69,18,vertical
363,1642.1913,317.34238,amarelo,3,69,18,vertical
364,1642.1913,408.32864,amarelo,3,69,18,vertical
365,1642.1913,499.3149,amarelo,3,69,18,vertical
366,1642.1913,590.3012,amarelo,3,69,18,vertical
367,1642.1913,681.2875,amarelo,3,69,18,vertical
368,1642.1913,772.27374,amarelo,3,69,18,vertical
369,1642.1913,863.26,amarelo,3,69,18,vertical
370,1642.1913,954.2463,amarelo,3,69,18,vertical
371,1642.1913,1045.2325,amarelo,3,69,18,vertical
372,1642.1913,1136.2189,acqua,5,69,18,vertical
373,1642.1913,1227.2051,acqua,5,69,18,vertical
374,1642.1913,1318.1914,acqua,5,69,18,vertical
375,1642.1913,1409.1776,acqua,5,69,18,vertical
376,1642.1913,1500.164,acqua,5,69,18,vertical
377,1642.1913,1591.1501,acqua,5,69,18,vertical
378,1722.0817,88.7671,amarelo,3,69,18,vertical
379,1722.0817,179.75337,amarelo,3,69,18,vertical
380,1722.0817,270.73965,amarelo,3,69,18,vertical
381,1722.0817,361.72592,amarelo,3,69,18,vertical
382,1722.0817,452.7122,amarelo,3,69,18,vertical
383,1722.0817,543.6985,amarelo,3,69,18,vertical
384,1722.0817,634.68475,amarelo,3,69,18,vertical
385,1722.0817,725.671,amarelo,3,69,18,vertical
386,1722.0817,816.6573,amarelo,3,69,18,vertical
387,1722.0817,907.64355,amarelo,3,69,18,vertical
388,1722.0817,998.6298,amarelo,3,69,18,vertical
389,1722.0817,1089.6161,acqua,5,69,18,vertical
390,1722.0817,1180.6024,acqua,5,69,18,vertical
391,1722.0817,1271.5886,acqua,5,69,18,vertical
392,1722.0817,1362.575,acqua,5,69,18,vertical
393,1722.0817,1453.5612,acqua,5,69,18,vertical
394,1722.0817,1544.5475,acqua,5,69,18,vertical
395,1722.0817,1635.5337,acqua,5,69,18,vertical
396,1801.972,44.38355,amarelo,3,69,18,vertical
397,1801.972,135.36983,amarelo,3,69,18,vertical
398,1801.972,226.3561,amarelo,3,69,18,vertical
399,1801.972,317.34238,amarelo,3,69,18,vertical
400,1801.972,408.32864,amarelo,3,69,18,vertical
401,1801.972,499.3149,amarelo,3,69,18,vertical
402,1801.972,590.3012,amarelo,3,69,18,vertical
403,1801.972,681.2875,amarelo,3,69,18,vertical
404,1801.972,772.27374,amarelo,3,69,18,vertical
405,1801.972,863.26,amarelo,3,69,18,vertical
406,1801.972,954.2463,amarelo,3,69,18,vertical
407,1801.972,1045.2325,amarelo,3,69,18,vertical
408,1801.972,1136.2189,acqua,5,69,18,vertical
409,1801.972,1227.2051,acqua,5,69,18,vertical
410,1801.972,1318.1914,acqua,5,69,18,vertical
411,1801.972,1409.1776,acqua,5,69,18,vertical
412,1801.972,1500.164,acqua,5,69,18,vertical
413,1801.972,1591.1501,acqua,5,69,18,vertical
414,1881.8624,88.7671,acqua,5,69,18,vertical
415,1881.8624,179.75337,acqua,5,69,18,vertical
